# ID_V                   ID_I                      RA             DEC
  0572.801_0120.728V     0572.039_0120.593i   17:40:45.805   -53:42:21.91
  0572.804_0350.719V     0572.059_0350.611i   17:40:45.678   -53:40:27.69
  0572.808_0517.519V     0572.004_0517.556i   17:40:45.587   -53:39:04.85
  0572.854_0762.031V     0571.983_0762.232i   17:40:45.455   -53:37:03.41
  0572.856_0300.569V     0572.053_0300.482i   17:40:45.709   -53:40:52.59
  0573.103_0468.659V     0572.349_0468.621i   17:40:45.630   -53:39:29.11
  0573.260_0258.526V     0572.554_0258.424i   17:40:45.755   -53:41:13.47
  0573.321_0865.479V     0572.458_0865.462i   17:40:45.424   -53:36:12.03
  0573.421_0158.635V     0572.742_0158.555i   17:40:45.819   -53:42:03.08
  0573.530_0361.665V     0572.355_0362.298i   17:40:45.713   -53:40:22.25
  0573.579_0835.735V     0572.851_0835.716i   17:40:45.455   -53:36:26.80
  0573.590_0289.834V     0572.270_0289.725i   17:40:45.756   -53:40:57.92
  0573.636_0875.316V     0572.996_0875.225i   17:40:45.436   -53:36:07.15
  0573.660_0703.304V     0572.798_0703.344i   17:40:45.532   -53:37:32.57
  0573.805_0513.536V     0572.921_0513.449i   17:40:45.645   -53:39:06.82
  0574.033_0130.201V     0573.416_0130.185i   17:40:45.869   -53:42:17.20
  0574.082_0059.205V     0573.400_0059.165i   17:40:45.911   -53:42:52.46
  0574.149_0498.343V     0573.603_0498.152i   17:40:45.672   -53:39:14.36
  0574.482_1096.085V     0573.874_1095.948i   17:40:45.362   -53:34:17.50
  0574.486_0325.426V     0573.827_0325.260i   17:40:45.786   -53:40:40.24
  0574.690_0425.041V     0573.987_0425.026i   17:40:45.743   -53:39:50.77
  0574.720_0416.512V     0574.005_0416.434i   17:40:45.749   -53:39:55.00
  0574.759_0098.687V     0574.140_0098.910i   17:40:45.927   -53:42:32.85
  0574.796_0711.643V     0574.081_0711.752i   17:40:45.591   -53:37:28.43
  0574.801_0580.178V     0574.055_0580.140i   17:40:45.664   -53:38:33.72
  0575.010_0268.642V     0574.568_0268.600i   17:40:45.847   -53:41:08.44
  0575.051_0607.505V     0574.339_0607.352i   17:40:45.662   -53:38:20.14
  0575.405_0485.410V     0574.806_0485.284i   17:40:45.749   -53:39:20.78
  0575.617_0281.226V     0574.832_0281.118i   17:40:45.874   -53:41:02.19
  0575.886_0194.088V     0575.169_0194.050i   17:40:45.937   -53:41:45.46
  0576.078_0616.703V     0575.331_0616.564i   17:40:45.715   -53:38:15.57
  0576.097_0450.044V     0575.402_0450.188i   17:40:45.808   -53:39:38.34
  0576.413_0628.823V     0575.714_0628.868i   17:40:45.727   -53:38:09.55
  0576.511_0247.115V     0575.724_0247.017i   17:40:45.943   -53:41:19.12
  0576.823_1105.478V     0576.166_1105.391i   17:40:45.488   -53:34:12.82
  0576.859_0206.156V     0577.317_0206.091i   17:40:45.985   -53:41:39.46
  0576.860_0611.777V     0576.055_0611.739i   17:40:45.761   -53:38:18.01
  0576.879_0286.262V     0576.186_0285.679i   17:40:45.942   -53:40:59.68
  0577.514_0081.526V     0576.786_0081.576i   17:40:46.090   -53:42:41.36
  0577.805_0554.552V     0577.022_0554.508i   17:40:45.845   -53:38:46.43
  0578.041_0698.556V     0577.232_0698.524i   17:40:45.779   -53:37:34.91
  0578.137_0891.515V     0577.397_0891.415i   17:40:45.678   -53:35:59.08
  0578.177_0782.335V     0577.363_0782.238i   17:40:45.741   -53:36:53.30
  0578.228_0654.996V     0577.392_0655.009i   17:40:45.814   -53:37:56.54
  0578.249_0337.638V     0577.368_0337.522i   17:40:45.990   -53:40:34.16
  0578.413_0252.761V     0577.681_0252.612i   17:40:46.046   -53:41:16.31
  0578.419_0748.427V     0577.719_0748.321i   17:40:45.773   -53:37:10.14
  0578.422_0154.941V     0577.576_0154.870i   17:40:46.100   -53:42:04.89
  0578.581_0523.831V     0577.773_0523.679i   17:40:45.906   -53:39:01.68
  0578.616_0391.803V     0577.813_0391.789i   17:40:45.980   -53:40:07.25
  0578.636_0348.281V     0577.971_0348.223i   17:40:46.006   -53:40:28.87
  0578.652_0309.666V     0577.849_0309.500i   17:40:46.028   -53:40:48.05
  0578.902_0732.324V     0578.184_0732.337i   17:40:45.809   -53:37:18.14
  0578.909_0313.415V     0578.183_0313.124i   17:40:46.040   -53:40:46.18
  0579.035_0362.525V     0578.101_0362.340i   17:40:46.020   -53:40:21.79
  0579.252_0378.437V     0578.549_0378.313i   17:40:46.023   -53:40:13.89
  0579.461_0589.111V     0578.696_0589.088i   17:40:45.919   -53:38:29.26
  0579.464_0428.202V     0578.486_0428.137i   17:40:46.008   -53:39:49.17
  0579.625_0297.113V     0578.846_0296.967i   17:40:46.089   -53:40:54.28
  0579.687_0267.448V     0579.222_0267.409i   17:40:46.109   -53:41:09.01
  0579.764_0168.340V     0578.804_0168.336i   17:40:46.168   -53:41:58.23
  0579.776_0512.012V     0578.968_0512.041i   17:40:45.979   -53:39:07.55
  0579.789_0235.811V     0579.047_0235.723i   17:40:46.132   -53:41:24.72
  0579.918_0596.999V     0579.132_0597.030i   17:40:45.940   -53:38:25.34
  0580.012_0324.231V     0579.299_0324.084i   17:40:46.096   -53:40:40.81
  0580.205_0692.403V     0579.457_0692.496i   17:40:45.903   -53:37:37.96
  0580.270_0820.706V     0579.524_0820.718i   17:40:45.836   -53:36:34.23
  0580.281_0273.563V     0579.550_0273.475i   17:40:46.139   -53:41:05.97
  0580.285_0187.074V     0579.350_0186.923i   17:40:46.187   -53:41:48.92
  0580.452_0536.749V     0579.658_0536.836i   17:40:46.003   -53:38:55.26
  0580.463_0837.765V     0579.743_0837.754i   17:40:45.838   -53:36:25.76
  0580.581_0915.385V     0579.904_0915.451i   17:40:45.802   -53:35:47.21
  0580.711_0624.805V     0580.059_0624.548i   17:40:45.969   -53:38:11.52
  0581.058_0373.185V     0580.004_0372.691i   17:40:46.127   -53:40:16.49
  0581.091_0476.901V     0580.276_0476.839i   17:40:46.072   -53:39:24.98
  0581.348_0645.341V     0580.455_0645.318i   17:40:45.993   -53:38:01.32
  0581.727_0103.499V     0581.070_0103.388i   17:40:46.314   -53:42:30.42
  0581.833_0319.601V     0581.078_0319.443i   17:40:46.200   -53:40:43.10
  0581.934_0668.352V     0581.199_0668.262i   17:40:46.013   -53:37:49.89
  0581.948_0031.189V     0581.180_0031.154i   17:40:46.366   -53:43:06.33
  0582.088_0601.188V     0581.299_0601.136i   17:40:46.059   -53:38:23.25
  0582.124_0547.580V     0581.381_0547.595i   17:40:46.091   -53:38:49.87
  0582.487_0734.103V     0581.759_0734.126i   17:40:46.008   -53:37:17.23
  0582.524_0960.627V     0581.831_0960.580i   17:40:45.885   -53:35:24.73
  0582.887_0340.913V     0582.196_0340.877i   17:40:46.247   -53:40:32.51
  0582.987_0826.894V     0582.079_0827.000i   17:40:45.985   -53:36:31.15
  0583.206_0424.949V     0582.292_0425.115i   17:40:46.219   -53:39:50.77
  0583.290_0288.719V     0582.452_0288.658i   17:40:46.299   -53:40:58.43
  0583.498_0181.055V     0582.597_0181.027i   17:40:46.370   -53:41:51.90
  0583.758_0900.289V     0583.020_0900.199i   17:40:45.987   -53:35:54.69
  0584.006_0455.193V     0583.225_0455.156i   17:40:46.247   -53:39:35.75
  0584.061_0127.269V     0583.295_0127.031i   17:40:46.431   -53:42:18.61
  0584.067_0975.503V     0583.348_0975.135i   17:40:45.963   -53:35:17.34
  0584.204_0850.960V     0583.412_0850.910i   17:40:46.039   -53:36:19.19
  0584.295_0378.053V     0583.542_0378.492i   17:40:46.305   -53:40:14.05
  0584.369_0586.151V     0583.568_0586.086i   17:40:46.195   -53:38:30.70
  0584.419_1102.839V     0583.729_1102.713i   17:40:45.913   -53:34:14.09
  0584.479_0349.924V     0583.705_0349.834i   17:40:46.331   -53:40:28.02
  0584.714_0248.953V     0583.988_0248.854i   17:40:46.400   -53:41:18.17
  0584.742_0509.494V     0584.013_0509.349i   17:40:46.258   -53:39:08.77
  0584.762_0397.528V     0583.976_0397.453i   17:40:46.321   -53:40:04.38
  0585.062_0887.721V     0584.328_0887.611i   17:40:46.067   -53:36:00.93
  0585.306_0521.151V     0584.449_0521.328i   17:40:46.283   -53:39:02.98
  0585.383_0195.079V     0584.944_0195.120i   17:40:46.468   -53:41:44.92
  0585.741_0312.043V     0584.958_0312.019i   17:40:46.423   -53:40:46.83
  0585.847_0330.322V     0585.114_0330.198i   17:40:46.419   -53:40:37.75
  0586.005_0344.400V     0585.245_0344.346i   17:40:46.420   -53:40:30.76
  0586.038_0472.603V     0585.301_0472.553i   17:40:46.351   -53:39:27.09
  0586.330_0294.018V     0585.457_0293.846i   17:40:46.466   -53:40:55.78
  0586.606_0488.824V     0585.775_0488.733i   17:40:46.373   -53:39:19.03
  0586.715_0080.447V     0585.996_0080.360i   17:40:46.606   -53:42:41.85
  0587.016_0383.019V     0586.233_0382.924i   17:40:46.455   -53:40:11.58
  0587.077_0131.579V     0586.318_0131.613i   17:40:46.597   -53:42:16.45
  0587.314_0693.575V     0586.475_0693.532i   17:40:46.300   -53:37:37.34
  0587.336_0688.509V     0586.619_0688.442i   17:40:46.304   -53:37:39.85
  0587.491_0444.460V     0586.794_0444.415i   17:40:46.447   -53:39:41.06
  0587.733_0063.914V     0586.920_0064.024i   17:40:46.672   -53:42:50.05
  0587.798_0479.573V     0586.995_0479.487i   17:40:46.445   -53:39:23.62
  0587.863_0086.536V     0587.957_0086.066i   17:40:46.666   -53:42:38.82
  0587.956_1028.552V     0587.200_1028.368i   17:40:46.151   -53:34:50.97
  0588.369_0857.750V     0587.609_0857.749i   17:40:46.268   -53:36:15.80
  0588.488_0738.544V     0587.730_0738.556i   17:40:46.340   -53:37:15.00
  0588.550_0337.542V     0587.797_0337.513i   17:40:46.566   -53:40:34.15
  0588.682_0221.398V     0587.921_0221.268i   17:40:46.637   -53:41:31.84
  0589.090_0532.551V     0588.320_0532.459i   17:40:46.488   -53:38:57.30
  0589.129_0451.193V     0588.136_0451.149i   17:40:46.535   -53:39:37.71
  0589.202_0385.755V     0588.306_0385.879i   17:40:46.575   -53:40:10.21
  0589.224_0393.760V     0588.476_0393.690i   17:40:46.572   -53:40:06.23
  0589.238_0353.097V     0588.286_0352.963i   17:40:46.596   -53:40:26.42
  0589.243_0524.733V     0588.424_0524.651i   17:40:46.501   -53:39:01.18
  0589.334_0275.363V     0588.563_0275.314i   17:40:46.644   -53:41:05.03
  0589.402_0238.477V     0588.646_0238.412i   17:40:46.668   -53:41:23.35
  0589.671_0030.481V     0588.950_0030.445i   17:40:46.799   -53:43:06.65
  0589.722_0414.404V     0588.779_0414.155i   17:40:46.589   -53:39:55.97
  0589.957_0201.883V     0589.145_0201.772i   17:40:46.720   -53:41:41.52
  0590.029_0632.548V     0589.429_0632.595i   17:40:46.485   -53:38:07.63
  0590.316_0925.153V     0589.577_0925.081i   17:40:46.339   -53:35:42.31
  0590.380_0600.338V     0589.581_0600.289i   17:40:46.522   -53:38:23.63
  0590.383_0483.261V     0589.677_0483.249i   17:40:46.587   -53:39:21.77
  0590.440_1148.045V     0589.809_1147.909i   17:40:46.223   -53:33:51.61
  0590.455_0941.500V     0589.710_0941.462i   17:40:46.338   -53:35:34.19
  0590.479_0361.671V     0589.698_0361.581i   17:40:46.660   -53:40:22.16
  0590.508_0269.549V     0589.715_0269.563i   17:40:46.713   -53:41:07.91
  0590.586_0639.612V     0589.984_0639.550i   17:40:46.512   -53:38:04.12
  0590.768_0983.653V     0590.063_0983.596i   17:40:46.332   -53:35:13.26
  0590.809_0517.423V     0590.184_0517.232i   17:40:46.592   -53:39:04.81
  0590.963_0296.519V     0590.167_0296.357i   17:40:46.723   -53:40:54.52
  0591.020_0444.665V     0590.183_0444.592i   17:40:46.644   -53:39:40.94
  0591.218_0181.573V     0590.528_0181.564i   17:40:46.801   -53:41:51.60
  0591.742_0690.856V     0590.824_0690.815i   17:40:46.548   -53:37:38.67
  0591.953_0278.989V     0591.207_0278.754i   17:40:46.788   -53:41:03.22
  0591.987_0347.432V     0591.144_0347.362i   17:40:46.752   -53:40:29.22
  0592.386_0064.287V     0591.626_0064.134i   17:40:46.932   -53:42:49.84
  0592.694_0590.638V     0591.984_0590.682i   17:40:46.657   -53:38:28.43
  0592.813_0880.419V     0591.936_0880.651i   17:40:46.503   -53:36:04.52
  0592.840_0583.047V     0591.849_0582.647i   17:40:46.669   -53:38:32.20
  0593.135_0372.855V     0592.309_0372.791i   17:40:46.802   -53:40:16.59
  0593.218_0313.731V     0592.416_0313.652i   17:40:46.840   -53:40:45.96
  0593.332_0251.252V     0592.291_0251.076i   17:40:46.881   -53:41:16.99
  0593.385_0300.684V     0592.606_0300.633i   17:40:46.856   -53:40:52.44
  0593.540_0420.556V     0592.816_0420.488i   17:40:46.799   -53:39:52.90
  0593.564_0672.567V     0592.777_0672.509i   17:40:46.660   -53:37:47.74
  0594.067_0082.002V     0593.307_0081.947i   17:40:47.016   -53:42:41.04
  0594.110_0057.110V     0593.414_0056.989i   17:40:47.032   -53:42:53.40
  0594.111_0514.036V     0593.324_0513.911i   17:40:46.779   -53:39:06.47
  0594.129_0449.131V     0593.297_0449.063i   17:40:46.816   -53:39:38.71
  0594.157_0577.727V     0593.278_0577.546i   17:40:46.746   -53:38:34.84
  0594.277_0258.786V     0593.466_0258.698i   17:40:46.930   -53:41:13.24
  0594.506_0326.600V     0593.580_0326.839i   17:40:46.905   -53:40:39.56
  0594.657_0344.717V     0593.702_0344.577i   17:40:46.903   -53:40:30.56
  0594.667_0747.933V     0593.856_0747.889i   17:40:46.680   -53:37:10.31
  0594.991_0562.699V     0594.220_0562.626i   17:40:46.801   -53:38:42.30
  0595.007_0682.420V     0594.241_0682.450i   17:40:46.735   -53:37:42.84
  0595.113_0293.864V     0594.491_0293.619i   17:40:46.957   -53:40:55.81
  0595.206_0462.876V     0594.428_0462.817i   17:40:46.868   -53:39:31.87
  0595.251_0217.179V     0594.523_0216.896i   17:40:47.007   -53:41:33.90
  0595.405_0443.171V     0594.329_0443.221i   17:40:46.890   -53:39:41.66
  0595.453_0790.381V     0594.702_0790.343i   17:40:46.701   -53:36:49.22
  0595.532_0605.546V     0594.623_0605.305i   17:40:46.807   -53:38:21.02
  0595.662_0174.776V     0594.968_0174.690i   17:40:47.054   -53:41:54.96
  0595.931_0377.742V     0594.984_0377.843i   17:40:46.956   -53:40:14.15
  0596.234_0413.042V     0595.427_0412.952i   17:40:46.953   -53:39:56.62
  0596.345_0497.503V     0595.677_0497.394i   17:40:46.913   -53:39:14.67
  0596.560_0493.285V     0595.749_0493.206i   17:40:46.927   -53:39:16.77
  0596.792_0394.678V     0596.000_0394.584i   17:40:46.995   -53:40:05.74
  0596.824_0233.134V     0596.181_0233.013i   17:40:47.086   -53:41:25.97
  0596.827_0142.112V     0596.381_0141.549i   17:40:47.137   -53:42:11.17
  0596.889_0823.659V     0596.101_0823.666i   17:40:46.762   -53:36:32.69
  0597.001_0224.936V     0596.418_0224.452i   17:40:47.101   -53:41:30.04
  0597.077_0416.888V     0596.974_0416.425i   17:40:46.998   -53:39:54.70
  0597.468_0122.248V     0596.805_0122.162i   17:40:47.184   -53:42:21.03
  0597.562_0585.355V     0596.808_0585.220i   17:40:46.932   -53:38:31.03
  0597.972_0363.846V     0595.831_0363.623i   17:40:47.078   -53:40:21.04
  0598.173_0250.682V     0597.385_0250.586i   17:40:47.152   -53:41:17.24
  0599.039_0574.603V     0599.095_0575.234i   17:40:47.020   -53:38:36.37
  0599.153_0596.156V     0598.358_0596.129i   17:40:47.015   -53:38:25.66
  0599.197_0244.583V     0598.470_0244.485i   17:40:47.213   -53:41:20.27
  0599.378_0110.838V     0598.654_0110.822i   17:40:47.297   -53:42:26.69
  0599.436_0611.412V     0598.614_0611.347i   17:40:47.022   -53:38:18.08
  0599.632_0827.627V     0598.696_0829.368i   17:40:46.913   -53:36:30.70
  0599.708_0382.078V     0600.042_0382.643i   17:40:47.165   -53:40:11.98
  0599.738_1036.810V     0599.043_1036.683i   17:40:46.803   -53:34:46.81
  0599.871_1123.889V     0599.185_1123.786i   17:40:46.762   -53:34:03.56
  0599.936_1027.486V     0599.229_1027.425i   17:40:46.819   -53:34:51.44
  0599.944_0312.408V     0599.121_0312.378i   17:40:47.217   -53:40:46.58
  0600.126_0680.580V     0599.355_0680.533i   17:40:47.022   -53:37:43.73
  0600.195_0212.000V     0599.403_0211.795i   17:40:47.286   -53:41:36.45
  0600.201_0019.075V     0599.726_0018.719i   17:40:47.394   -53:43:12.26
  0600.471_0472.535V     0599.678_0472.469i   17:40:47.157   -53:39:27.05
  0600.823_0096.559V     0600.002_0096.555i   17:40:47.386   -53:42:33.78
  0600.825_0883.989V     0600.391_0883.682i   17:40:46.948   -53:36:02.70
  0600.947_0370.400V     0600.189_0370.370i   17:40:47.240   -53:40:17.77
  0601.254_0184.147V     0600.502_0183.858i   17:40:47.361   -53:41:50.27
  0601.332_0344.569V     0600.346_0344.547i   17:40:47.276   -53:40:30.60
  0601.424_0544.590V     0600.707_0544.515i   17:40:47.170   -53:38:51.26
  0601.453_0476.912V     0600.682_0476.878i   17:40:47.209   -53:39:24.87
  0601.766_0150.171V     0601.007_0150.224i   17:40:47.409   -53:42:07.14
  0601.770_0395.399V     0600.857_0395.454i   17:40:47.272   -53:40:05.35
  0601.771_0729.719V     0600.973_0729.705i   17:40:47.087   -53:37:19.32
  0601.836_0457.871V     0601.127_0457.745i   17:40:47.241   -53:39:34.33
  0601.888_0202.686V     0601.089_0202.530i   17:40:47.386   -53:41:41.06
  0601.901_0375.082V     0601.069_0374.888i   17:40:47.291   -53:40:15.44
  0602.012_0712.707V     0601.354_0712.800i   17:40:47.110   -53:37:27.76
  0602.043_0759.596V     0601.211_0759.574i   17:40:47.085   -53:37:04.48
  0602.046_0449.183V     0601.294_0449.142i   17:40:47.258   -53:39:38.64
  0602.098_0365.874V     0599.976_0365.340i   17:40:47.307   -53:40:20.02
  0602.208_0063.937V     0601.516_0063.721i   17:40:47.481   -53:42:49.97
  0602.601_0338.107V     0601.808_0338.017i   17:40:47.351   -53:40:33.80
  0602.816_1052.966V     0602.115_1052.902i   17:40:46.966   -53:34:38.77
  0602.935_0595.142V     0602.411_0594.820i   17:40:47.227   -53:38:26.15
  0603.241_0483.561V     0602.483_0483.473i   17:40:47.306   -53:39:21.56
  0603.501_0405.168V     0603.388_0404.718i   17:40:47.364   -53:40:00.49
  0603.672_0832.789V     0603.182_0832.587i   17:40:47.136   -53:36:28.12
  0603.697_0047.304V     0603.058_0047.178i   17:40:47.574   -53:42:58.22
  0603.737_0463.423V     0602.928_0463.348i   17:40:47.345   -53:39:31.56
  0603.776_0825.038V     0603.376_0825.162i   17:40:47.146   -53:36:31.97
  0603.832_0526.244V     0603.554_0526.506i   17:40:47.315   -53:39:00.36
  0604.219_0500.050V     0603.434_0500.011i   17:40:47.351   -53:39:13.37
  0604.408_0147.026V     0603.627_0147.099i   17:40:47.558   -53:42:08.69
  0604.413_0775.014V     0603.711_0775.039i   17:40:47.209   -53:36:56.81
  0605.299_0715.854V     0604.650_0715.847i   17:40:47.291   -53:37:26.19
  0605.620_0115.074V     0604.676_0115.423i   17:40:47.644   -53:42:24.56
  0605.645_0023.355V     0604.952_0023.273i   17:40:47.696   -53:43:10.11
  0605.684_0171.593V     0604.471_0171.494i   17:40:47.616   -53:41:56.49
  0605.745_0912.861V     0605.074_0912.591i   17:40:47.207   -53:35:48.34
  0605.767_0109.767V     0605.020_0109.708i   17:40:47.655   -53:42:27.19
  0606.166_0493.603V     0605.305_0493.435i   17:40:47.463   -53:39:16.56
  0606.263_0240.585V     0605.516_0240.398i   17:40:47.610   -53:41:22.22
  0606.341_0870.349V     0605.642_0870.321i   17:40:47.264   -53:36:09.45
  0606.602_0696.668V     0605.553_0696.708i   17:40:47.375   -53:37:35.71
  0606.832_0158.541V     0606.313_0158.158i   17:40:47.687   -53:42:02.96
  0606.838_0887.902V     0605.602_0888.028i   17:40:47.282   -53:36:00.73
  0606.878_0198.810V     0606.243_0198.660i   17:40:47.667   -53:41:42.96
  0606.961_0317.197V     0606.145_0317.143i   17:40:47.606   -53:40:44.17
  0607.042_0812.037V     0606.376_0811.970i   17:40:47.335   -53:36:38.41
  0607.073_0852.150V     0606.106_0852.212i   17:40:47.315   -53:36:18.49
  0607.228_0857.235V     0606.548_0857.231i   17:40:47.321   -53:36:15.96
  0607.494_0751.517V     0606.620_0751.781i   17:40:47.394   -53:37:08.46
  0607.544_0658.691V     0606.753_0658.657i   17:40:47.449   -53:37:54.56
  0607.793_0225.332V     0607.089_0225.267i   17:40:47.704   -53:41:29.79
